player,mu,sigma,wins,losses,sets
smashlopez64,25.0,8.33333333333,0,0,0
purplefox,25.0,8.33333333333,0,0,0
the amazing busterino,25.0,8.33333333333,0,0,0
jobook,25.0,8.33333333333,0,0,0
astumpycow,25.0,8.33333333333,0,0,0
levity,25.0,8.33333333333,0,0,0
shunkun,25.0,8.33333333333,0,0,0
brendanhall,25.0,8.33333333333,0,0,0
k-phat,25.0,8.33333333333,0,0,0
bulldog,25.0,8.33333333333,0,0,0
pvc,25.0,8.33333333333,0,0,0
yung,25.0,8.33333333333,0,0,0
thomas,25.0,8.33333333333,0,0,0
hypertj,25.0,8.33333333333,0,0,0
little bill,25.0,8.33333333333,0,0,0
mojn,25.0,8.33333333333,0,0,0
grunyan,25.0,8.33333333333,0,0,0
dr. light,25.0,8.33333333333,0,0,0
karl,25.0,8.33333333333,0,0,0
pastor,25.0,8.33333333333,0,0,0
wolfcry,25.0,8.33333333333,0,0,0
ldz,25.0,8.33333333333,0,0,0
afro,25.0,8.33333333333,0,0,0
bedgar,25.0,8.33333333333,0,0,0
sōcrates,25.0,8.33333333333,0,0,0
l0n3r,25.0,8.33333333333,0,0,0
k8,25.0,8.33333333333,0,0,0
esuma,25.0,8.33333333333,0,0,0
filet,25.0,8.33333333333,0,0,0
xbc30ep450,25.0,8.33333333333,0,0,0
refriedjeans,25.0,8.33333333333,0,0,0
core,25.0,8.33333333333,0,0,0
lunchy,25.0,8.33333333333,0,0,0
baedough07,25.0,8.33333333333,0,0,0
travkid,25.0,8.33333333333,0,0,0
scuttlebug jamboree,25.0,8.33333333333,0,0,0
nikku,25.0,8.33333333333,0,0,0
da bear,25.0,8.33333333333,0,0,0
tootmoses,24.9951569578,4.06903205675,3,4,7
sandman,24.9887255082,4.55877458215,3,2,5
village mascot,24.9720194108,2.21785316964,11,14,25
imdabes,24.9544618082,4.9329171002,2,2,4
yass2queen,24.9521629583,5.55029356187,1,2,3
lou_sanus,24.9405107221,1.45632123457,21,24,45
biz,24.9105463818,3.4963257031,3,4,7
dr.yonz,24.9075704745,3.02117600643,4,4,8
jc_chill,24.8816904935,4.66007647926,2,2,4
hayrow,24.8760716524,5.60963176016,1,2,3
pintoa,24.848069,2.52191488918,8,9,17
alex,24.8314472944,3.94117351972,3,5,8
olikus,24.8187241546,4.48857280721,2,3,5
shaddi,24.8083318612,2.77577483584,6,6,12
dasit mane,24.8054783952,5.29757846679,1,2,3
pidgezero_one,24.8030371179,4.92260328023,2,2,4
7blanks,24.7857655914,4.03426846924,3,3,6
vanillarin,24.7809754632,3.89355343093,3,4,7
yeye,24.7731471757,4.27184364627,2,4,6
tafokints,24.7481474278,5.98106833786,1,1,2
schmerka berl,24.6962177936,2.51959346946,7,11,18
daddy's milk,24.6676852937,4.12856222723,3,4,7
blueman,24.6570866237,4.14648034662,3,4,7
soulbroker,24.6490965711,4.77612071047,1,2,3
dankestdad,24.6437415848,3.67614204639,4,4,8
barron,24.6388741113,5.14153367566,2,2,4
tetsu0,24.6262993259,5.03796166079,2,2,4
handles,24.6126461664,2.10961692965,10,11,21
dount,24.6060569127,4.09402006283,3,3,6
mmneggs,24.5976557766,3.37718265595,2,6,8
whuck,24.5828430357,4.01651529369,2,3,5
drinkwildturkey,24.5610439659,3.38047282962,4,4,8
et,24.5546784037,1.87064429278,10,18,28
thissidedown,24.5513665815,5.43925573599,1,2,3
tmakk,24.5249790204,3.24617068526,5,6,11
aces,24.5073475022,2.62233184478,6,11,17
fanboy,24.4889711,5.72519963919,1,2,3
cashhole,24.4830276458,5.40967314731,1,2,3
collin the conqueror,24.4582480014,5.06356359914,2,2,4
satch,24.4484190474,5.04404046701,2,2,4
dusttin,24.4403843695,2.20696366234,10,13,23
luigikid,24.3970096336,5.00145699011,2,2,4
pettanko-senpai,24.3925171387,2.66184140821,7,6,13
jazzy jinx,24.3888989225,4.61063078292,2,2,4
hotpocket,24.3772956201,2.48592955948,8,10,18
chicken,24.3302488377,2.98041735151,5,7,12
tauvalian,24.3283622006,5.04985079081,2,2,4
reese,24.3021092979,4.43609296046,2,2,4
sombrero,24.2179958312,5.24435673891,1,2,3
esid,24.2104572144,2.14184459027,10,9,19
monkey,24.2022089497,2.0390127686,10,13,23
gamer4life,24.1936988112,4.62671965627,2,2,4
chevrium,24.1837744299,3.68885352698,3,4,7
moist,24.1742036403,4.99802031958,2,2,4
enemajoe,24.1684995449,3.24262231,4,4,8
smashg0d,24.1473408161,5.37571815839,1,2,3
k-nut,24.1365368992,4.29427694186,2,3,5
david barker,24.1289778633,5.6028320226,1,2,3
skrull,24.0382413029,4.94514045373,2,3,5
drewgong,24.0332074786,1.78465402833,13,16,29
gaggleforce,24.0169079376,5.21324147886,1,2,3
dsj,24.0075365443,2.6695490569,6,6,12
sunshinetk,23.9911996257,4.72938122836,2,3,5
pzero39,23.9791133007,2.11699041716,10,15,25
natural brother,23.9755863226,2.90074738433,5,8,13
jinjo,23.9700897429,5.5704973186,1,2,3
kevine,23.9477325873,5.60074788092,1,2,3
slippypickle,23.9432694135,4.27948847285,2,4,6
costaricancool,23.9301440452,4.56037777054,2,3,5
nuggzy,23.9133660777,4.78267472168,2,2,4
savior,23.903488871,4.95466006915,2,2,4
byff,23.9022005075,4.43974237503,2,2,4
wubbs,23.8760623824,4.93138500452,2,4,6
ders,23.8689194248,3.70579700213,5,4,9
icho,23.8487082433,4.92853575691,2,2,4
jaquarium,23.8404794066,5.04087719999,2,2,4
camerino,23.8388918412,4.1774175852,2,4,6
khakis,23.8195168002,4.66275126303,2,3,5
dirtcruncher,23.8081199349,3.34521926927,4,6,10
waldo,23.7825553119,4.19578685754,2,3,5
cmac,23.7486463017,3.29630842178,4,6,10
gaijilla,23.7335000994,5.89458141807,1,2,3
mr. biz,23.7210641953,5.05089869586,2,2,4
monad,23.7123955241,1.5054401631,17,31,48
probers,23.6839741158,4.62700656,2,2,4
truffleshuffle,23.6788769285,4.52693030002,2,3,5
zenaga,23.6761009151,5.50042648943,1,2,3
cane ut,23.6549204142,5.43120541704,1,2,3
majin_bukkake,23.6103316459,1.94816492475,11,16,27
puncayshun,23.5991567939,3.56136512109,4,3,7
papaghanoush,23.5974978657,3.54321898966,3,4,7
wheels,23.5690926248,2.18399645034,8,7,15
searing scar,23.5669105082,4.41053698052,2,4,6
izoo,23.5371695413,5.42181231484,1,2,3
wal,23.5336824981,5.76636514869,1,2,3
capos,23.5311167364,1.11908355887,43,54,97
b.i.,23.5205340351,1.95762006742,9,13,22
file,23.4901943144,2.60292930156,8,5,13
kingkool,23.4843114457,2.48826591774,8,10,18
arctic,23.4684294881,5.40148296815,1,2,3
chronicmexican,23.4450561006,2.45047008935,6,12,18
bre,23.4327509431,2.34334198764,7,9,16
staysleepin,23.4203701157,2.91994726541,4,8,12
sonicfuzz,23.4128777498,2.02928646721,12,15,27
moze,23.381054954,4.99312119924,1,2,3
pochilin,23.3686415636,3.89578154083,3,5,8
rawdog,23.363334365,5.06369679768,2,2,4
steamfriedasian,23.3621246951,5.73391255533,1,2,3
-philip coast philip-,23.3460507534,5.25167639573,1,2,3
derstuk,23.3376475442,2.16687235413,10,12,22
thrillhouse,23.3013154078,1.83299464752,11,17,28
gera,23.2851911871,5.48739664317,1,2,3
sph,23.27614359,4.5186933381,2,3,5
neth,23.1861020266,5.49320539377,1,2,3
bhol,23.1721486726,2.25652079555,8,11,19
qtip,23.1471201424,5.96320374501,1,1,2
dwreck,23.1427050378,5.50870913819,1,2,3
grahamaglam,23.1300493339,1.93470082481,8,16,24
chino san,23.1289345722,5.4208122537,1,3,4
clefairy as mew,23.0927379524,4.95371121424,2,2,4
bottle opener guy,23.0623334097,3.3632243122,4,4,8
weedlypuff,23.0569645152,3.21367206359,4,5,9
andy,23.049496984,3.15743124847,3,6,9
masquerade,23.0480593414,5.50126583567,1,2,3
matt,23.0410369134,3.23662361889,3,5,8
ardent rage,23.0390518825,5.33053236201,1,2,3
bimbo,23.0283462736,2.95028467513,4,5,9
dex,23.011135291,7.26144247377,0,1,1
garv,23.0093845888,3.94328771045,2,2,4
gibbles,23.001146689,4.98576195411,1,2,3
jaapoh,22.9967396955,3.613619952,3,4,7
kman,22.9932321123,5.67901093998,1,2,3
minymidge,22.9801453123,2.16274056567,7,16,23
stylisland,22.9548393931,4.87468128019,1,2,3
billbacon420,22.9509202495,1.42840218571,20,31,51
ditto,22.9314095472,2.34315247449,7,11,18
ajbcdefg,22.9268427754,1.44048574044,22,29,51
pluto,22.9092643073,5.56218526537,1,2,3
asaaj,22.8752423692,3.29581911621,4,4,8
nigel_thornberry,22.8525552656,5.24517339621,1,2,3
bean,22.8483371217,1.75215488107,12,25,37
brny,22.835010313,5.26675091251,1,2,3
sinbad,22.8304218592,5.42109445474,1,2,3
zibba,22.8170969194,7.24300767435,0,1,1
leaf fc,22.8068926824,3.23726384012,4,6,10
lordtoko,22.7731523514,2.74683522692,5,7,12
dankpank,22.7542174919,1.36453206051,23,33,56
bflakes,22.7529400049,1.9229208536,11,16,27
duncs,22.7499962276,1.56837002746,20,24,44
greenblob,22.7492272092,2.9286746189,4,7,11
bodacious,22.7456335897,4.10770698892,3,4,7
dsyr,22.743934739,4.00204940635,2,2,4
xanz,22.7216903438,5.09008313622,1,2,3
bonerstorm,22.7131543348,5.03759629022,1,2,3
goosewithsocks,22.7017899135,1.56388985274,18,23,41
silver,22.7014313113,3.1494236218,4,6,10
verwaltung,22.6867102224,5.67101579923,1,2,3
egg,22.6848235263,7.13555646269,0,1,1
drewskii55,22.6773296708,7.1998936357,0,1,1
crazyk115,22.675195546,5.13123091144,1,3,4
rgood,22.6568814078,5.22740397957,1,2,3
xif,22.6514029781,7.12491104683,0,1,1
aisengobay,22.6281627487,5.02165362371,1,2,3
boh,22.6263883891,5.22409885802,1,2,3
nanagens,22.6222223669,2.84222372185,7,5,12
cooljoe,22.6161343304,5.22917378086,1,2,3
foda,22.6031079767,1.94817976139,11,14,25
cyan can,22.5948869503,3.56966456156,3,6,9
hotahota,22.5770554857,2.74052370745,7,7,14
cuppajoe,22.5614711416,3.98912966001,3,4,7
evals,22.5497261156,5.26109394584,1,2,3
zhao_guang,22.5423938971,5.28363332444,1,2,3
robnu,22.5361970475,5.27291984814,1,3,4
schlag,22.5295736344,5.64093463869,1,2,3
keagsbsmashin,22.505682607,4.93161471885,2,2,4
lldl,22.4754387364,5.54602983821,1,2,3
momdameatloaf,22.469612028,2.75417370771,5,6,11
bohemian milk,22.4410234019,5.64191828862,1,2,3
mourin,22.436189438,5.53322447519,1,2,3
rythemretrn,22.4257927027,5.54390698698,1,2,3
okay,22.4199546536,5.79941742904,1,3,4
hsf,22.3577182729,5.21749074515,1,2,3
bombproof,22.342559498,3.12357030836,4,7,11
tokaji,22.3418384892,5.72549549374,1,2,3
the professor,22.3357851457,3.93517245049,3,5,8
zergos,22.3315068932,3.28090201066,4,6,10
panda,22.3237623735,2.87046791405,5,9,14
maaron,22.3235126558,5.2279102694,1,2,3
rebel scum,22.3120968499,3.35281578104,3,5,8
milleneum,22.3048042501,2.66519851035,5,10,15
yakal,22.2950630033,5.45881954507,1,2,3
green eggs and spam,22.2875577924,3.98001502313,2,4,6
widdy,22.2800191475,1.77297259024,14,27,41
sun vulcan,22.2630109463,3.9758599453,2,4,6
happens,22.25165231,3.37906272484,3,5,8
adrian,22.2449221962,5.4939042246,1,2,3
geekliftus,22.2334848055,5.51993490319,1,2,3
train_town,22.2182491195,5.25970810876,1,2,3
squible,22.2033767014,2.73894108261,6,7,13
moonshoe,22.1954440237,1.22655710738,30,49,79
hunter,22.1937110818,2.20628428884,7,11,18
prism,22.1846826736,5.77103200607,1,2,3
grrg,22.1701698268,2.5691539874,6,11,17
toez,22.1554000087,5.17921738618,1,2,3
mickeyo64,22.1535369022,5.04651356865,1,3,4
cbones,22.1425979996,5.17784168517,1,2,3
chiefreaper,22.1151859141,5.33476205532,1,2,3
omar,22.0870798817,4.53195552111,2,4,6
giraffe,22.0832446758,5.52720444839,1,2,3
mrryanness,22.0367418756,3.72802524563,3,7,10
hotspank,22.0340178894,2.53676503282,6,12,18
hamburglar,22.0313772247,5.47262274073,1,2,3
hbrw-hammer,21.989450955,5.19683618143,1,2,3
mrpoo,21.9694395301,5.5090539933,1,2,3
banana fiend,21.9571408911,5.00477127102,1,2,3
mr. tit,21.9538158227,2.54194345469,5,7,12
zarc,21.9523180178,5.3661603852,1,2,3
han,21.8966597569,5.31977588561,1,2,3
kzidek,21.8867795024,5.53430238446,1,2,3
papasquat,21.8723535112,1.62519960798,12,27,39
sebson,21.7709279685,4.86920358734,1,3,4
kristoff,21.745955427,1.91123876456,12,19,31
kaddy,21.7448383797,6.97871477739,0,1,1
ocelot,21.7333192827,2.09380750445,6,19,25
pizzajokes,21.7162054905,5.50815225737,1,2,3
paco [larkin],21.7159475813,5.45508770932,1,2,3
fawnco,21.6867950646,5.49425252058,1,2,3
burnt out ninja,21.6867950646,5.49425252058,1,2,3
keatsta,21.6863624733,5.27399647901,1,2,3
cardoso,21.6780577038,5.47180539926,1,2,3
eggmcmuffin888,21.6438948514,2.48388982716,5,9,14
gumbolaya!,21.6434793433,5.28700972786,1,2,3
iceking,21.6323098565,2.74853602902,5,12,17
elated,21.6254384535,2.05948213889,9,16,25
dax$,21.6047999737,2.65648839023,6,6,12
halffulla,21.5892763706,3.47907314315,3,5,8
moonlight,21.5742555115,2.70219717471,4,9,13
calzum,21.5714486672,5.33704979156,1,3,4
yolochi,21.5690938026,2.39029559624,7,13,20
slartibartfast42,21.5328392932,4.28071789839,2,4,6
evab,21.5281310611,5.45654170068,1,2,3
macintosh,21.5279879885,3.43709481242,3,6,9
ondas,21.5111827075,3.48818106101,3,5,8
anathema,21.5047657545,5.52858492613,1,2,3
zwephy,21.5047657545,5.52858492613,1,2,3
zombie!,21.5047657545,5.52858492613,1,2,3
jirachinick,21.5047657545,5.52858492613,1,2,3
kossismoss,21.5047657545,5.52858492613,1,2,3
trevman,21.5027061159,5.10402665286,1,2,3
weirdy man,21.4938394777,5.32664823819,1,2,3
sadu,21.4831253742,5.56869670732,1,2,3
fearlesscaboos,21.4723749368,5.35045878471,1,2,3
tipc,21.4581093639,2.91006777828,4,8,12
xiivi,21.4561162751,2.83529261908,5,9,14
jmabate,21.4375021927,5.28753891929,1,2,3
gray,21.4033586419,2.66149877143,5,8,13
v-bomber,21.4000216092,4.19284654502,2,4,6
whoopiecow,21.3422581477,5.51129103904,1,2,3
napkins,21.3422581477,5.51129103904,1,2,3
bubby,21.3396390978,5.35310713357,1,2,3
moustasher,21.323415474,2.42936042601,7,12,19
elrond,21.3222891132,2.44550758144,6,13,19
boink,21.3222781517,3.33603318091,4,5,9
fish,21.3010217384,7.11897881854,0,1,1
pikasneeze,21.254214016,2.75211738358,5,6,11
frostbyte,21.23597706,3.47845842726,3,7,10
minusev,21.228864937,7.0978953209,0,1,1
peaceful soujourner,21.1912099971,5.11435591928,1,2,3
blue bear,21.1002964099,5.55587524657,1,2,3
shasta,21.070209472,5.51002169606,1,2,3
kavon,21.070209472,5.51002169606,1,2,3
hungrybox,21.0458327936,4.48872068442,2,4,6
fingerblast,21.0282940861,4.56717238675,2,2,4
mizbiz,21.0224265044,3.26856727371,4,4,8
static,21.0214504808,3.56483542782,3,5,8
kosher,20.9781522634,3.11600516878,3,6,9
catastrophe,20.953327352,3.69889886241,3,4,7
doby,20.9424110004,4.83842669501,1,2,3
h00n,20.9362880875,3.73979440267,2,4,6
dair,20.9280381761,3.28104673323,4,4,8
zerobombjake,20.8991658236,3.22918346569,4,6,10
dr combos,20.870411986,3.28209527967,2,8,10
tallboi,20.86947576,6.62142781645,0,1,1
java boy,20.8573962319,5.51420898734,1,2,3
fuzzyness,20.8572582521,5.23816133135,1,3,4
yungpurp,20.8494147883,6.68210388938,0,1,1
apparition the ambassador,20.8457903597,1.20483267757,25,55,80
seantos,20.8445035663,1.94284359092,11,23,34
big tone,20.8406120534,7.05844745916,0,1,1
lucky_hamburger,20.8258022231,2.95226206707,4,7,11
ttp,20.8074037957,3.45116783869,3,6,9
zad,20.8037023428,3.38007051069,3,7,10
eliot,20.800150921,4.9216372622,1,5,6
fork?,20.7893836945,4.94807071575,1,3,4
dankey kang,20.7782747564,2.1522316925,7,17,24
buttery adachi,20.765461507,4.64293460531,1,3,4
mojo,20.7589379883,5.1984974191,1,2,3
lalo,20.7423750734,4.13893185685,2,4,6
jdp,20.7309203938,4.97063078468,1,2,3
joel,20.6924795156,2.78112181001,5,8,13
zouzy,20.6755344261,5.54532760265,1,2,3
hipo,20.6704005576,5.21848248582,1,2,3
brotherly,20.634392785,2.75334039188,4,7,11
nfreak,20.60416798,7.17147558733,0,1,1
uprowr,20.60416798,7.17147558733,0,1,1
akito555,20.60416798,7.17147558733,0,1,1
sfat,20.60416798,7.17147558733,0,1,1
jad,20.60416798,7.17147558733,0,1,1
kayo,20.60416798,7.17147558733,0,1,1
benbook,20.60416798,7.17147558733,0,1,1
k-man,20.60416798,7.17147558733,0,1,1
lonk,20.60416798,7.17147558733,0,1,1
ragingcherry,20.60416798,7.17147558733,0,1,1
bunmira,20.60416798,7.17147558733,0,1,1
josiab,20.60416798,7.17147558733,0,1,1
captain murphy,20.60416798,7.17147558733,0,1,1
4 phri,20.60416798,7.17147558733,0,1,1
drewjames,20.60416798,7.17147558733,0,1,1
fs shampoomaster,20.60416798,7.17147558733,0,1,1
thissideup,20.60416798,7.17147558733,0,1,1
mystery,20.60416798,7.17147558733,0,1,1
changed man,20.60416798,7.17147558733,0,1,1
5000candlesinthewind,20.60416798,7.17147558733,0,1,1
phalanx,20.60416798,7.17147558733,0,1,1
nannose,20.60416798,7.17147558733,0,1,1
sherb,20.60416798,7.17147558733,0,1,1
akajumo,20.60416798,7.17147558733,0,1,1
silent skyler,20.60416798,7.17147558733,0,1,1
penance,20.60416798,7.17147558733,0,1,1
nyani,20.60416798,7.17147558733,0,1,1
yung god,20.60416798,7.17147558733,0,1,1
queso,20.5879348179,2.8236152175,3,8,11
jaws,20.5676658066,5.35482917924,1,2,3
goose,20.5400052343,3.84714282997,2,4,6
nuro,20.5389518189,5.43185785249,1,2,3
flatline,20.5164882806,5.24452888369,1,2,3
thenuge,20.5013392426,5.04003806029,1,3,4
icactusdog,20.4967120846,1.16540088287,31,76,107
tubby!,20.4468181592,3.87920233121,2,6,8
heartsdealer,20.4405992168,4.22373191901,2,4,6
three beers,20.4172944429,2.69214698309,4,8,12
voff3,20.3954522573,6.99340631441,0,2,2
zach777,20.381351933,6.32614389209,0,2,2
throwz?!,20.3712942976,5.17095113297,1,2,3
barrels,20.3686059834,3.85809326249,2,6,8
homemadewaffles,20.3612733202,6.92690169084,0,1,1
mr baninawi,20.3193599258,4.50670802383,1,2,3
cormander,20.3053951558,2.70404827849,4,12,16
hero,20.3003305973,6.88831159169,0,1,1
spunker,20.2783887162,6.64193201717,0,2,2
acerunner,20.2753513992,3.82965247691,2,5,7
e-jager,20.2644522176,4.96492876065,1,3,4
sk,20.2165431096,4.94299833828,1,4,5
caelan,20.204195046,7.0610632401,0,1,1
mighty afro dighty,20.1752464271,3.7255676448,2,4,6
butcher of bakersfield,20.1709924669,3.98886789201,2,5,7
jag,20.1688347611,3.02977457855,4,8,12
mikeyp,20.1580219349,2.64395169378,5,10,15
mjim,20.1296572253,2.69920990654,4,12,16
fritz wethermyb,20.1291454112,6.19810616093,0,2,2
teflon ron,20.1029714428,3.33052145149,2,6,8
izze,20.0991619284,4.69344535825,1,4,5
papa,20.0951075546,3.04550377338,4,8,12
bawdbabe87,20.0542548363,2.97381713306,5,8,13
aegeze,20.050287927,3.37836477677,3,5,8
nich,20.035230388,3.24884721057,3,10,13
shug,20.0173387223,3.293411964,3,8,11
accru fenix,20.0014956645,2.89598502638,3,10,13
b vu,19.9779918419,6.56462785713,0,1,1
depressed eagle,19.9668557046,4.71517261952,1,3,4
king robin,19.9444670407,5.22563126762,1,3,4
weatherman,19.9361842857,6.05438025427,0,3,3
tallyshell,19.9342139881,5.03744670312,1,2,3
takuto,19.9189135899,3.46585203517,3,4,7
kiwi,19.9122878897,3.21173212168,2,7,9
stark,19.9097779057,2.12679946266,7,15,22
maximum can,19.8807968822,6.1968182466,0,2,2
pokmo,19.8750199079,2.97730772597,3,8,11
howdy,19.8670451921,2.05843393194,11,16,27
pika,19.8665160974,4.50476058035,1,4,5
frogman [charette],19.8470685379,6.53515646093,0,2,2
nineball,19.8370536835,3.00608324151,3,7,10
danny,19.8132004678,6.8317061207,0,1,1
spt,19.8025232552,6.38548140082,0,2,2
dad's musical erasers,19.7703658544,6.34330364497,0,2,2
mikelangelo,19.7461948385,6.43727618769,0,2,2
cagt,19.7458994826,1.6248382332,16,27,43
multiball,19.741631196,2.1850813327,8,16,24
sebastian,19.620743255,2.92073989796,4,8,12
muse,19.5641431633,2.17144776435,8,14,22
rogue1wasjustok,19.5162381504,2.88055587875,3,8,11
fiasko,19.4961816781,4.80651133839,1,3,4
yaron,19.457187768,3.69052851875,1,6,7
danno,19.4480883685,5.26348120732,1,2,3
dimension,19.4061385287,6.20651346822,0,2,2
qerbstomp,19.3827577966,3.21005483456,3,10,13
diveo,19.3710398223,2.23070398402,6,18,24
tangerine,19.3597104019,2.75958559276,5,10,15
fred,19.3512733707,4.82054371145,1,4,5
fumofuu,19.3003820949,6.70094005858,0,1,1
veen,19.2649590252,6.50769593739,0,1,1
houndour,19.2327178645,4.7313095735,1,5,6
magic,19.2318449454,3.11875945263,3,5,8
missingn0,19.1950717181,6.10648839204,0,2,2
russellsprouts,19.1769716591,1.27318777487,24,69,93
rush,19.173098294,2.88082346805,3,9,12
jive turkey,19.1618763538,4.30369619918,1,4,5
krypto,19.1590647171,4.80958059903,1,4,5
husker,19.1404494768,4.23587159018,1,5,6
bluebear,19.1396939127,2.68059200083,5,10,15
laugh,19.1118702629,2.80647941252,4,10,14
bleachfanboy4life,19.0772007689,5.04730570509,1,3,4
brown_omega253,19.0495734057,6.32975483504,0,2,2
k,19.0428343177,5.95249011755,0,2,2
slatts,19.0142233499,1.76469594041,10,27,37
supernuggit,19.0075666035,2.4747020716,5,12,17
esmod,19.004211349,6.50799591405,0,2,2
skubtard,19.0028728103,6.87267909617,0,1,1
fs mook,19.0028728103,6.87267909617,0,1,1
tarn,19.0028728103,6.87267909617,0,1,1
jiffypop23,18.9782720931,3.36041385028,3,6,9
rabizkoshik,18.9387563269,4.96521521123,1,4,5
kingcool,18.9351088349,3.64474619053,2,6,8
guccipivotmaster4000,18.9347382351,6.43705129894,0,2,2
dixoncider,18.922666332,2.98221368726,4,9,13
ego,18.9220364506,6.43080985891,0,2,2
precookedbread,18.9052180392,6.13144583345,0,2,2
ensindic,18.8844096996,2.8025086463,4,11,15
dcmaster,18.8764676499,3.30960840295,3,6,9
engdrew,18.8731980479,2.71426431528,3,9,12
luwolf,18.8484820941,6.29597085244,0,2,2
quentendo,18.8228132733,6.15682060212,0,3,3
muthalova7,18.8067422312,3.29748855414,4,5,9
neat,18.7965521392,2.45439033767,4,17,21
blizz,18.7928519856,6.79635578797,0,1,1
turtlpower,18.7895018776,6.35251859374,0,2,2
littlespoon,18.7797815395,6.3597378531,0,2,2
mr.e [rohr],18.7703709704,6.52341434227,0,2,2
bananabolts,18.7542892765,4.12754503445,1,5,6
flare,18.7464074989,4.81872048822,1,4,5
iacme,18.7005700184,5.87207445275,0,2,2
duck chris,18.6843486974,6.48895532793,0,2,2
fen,18.6651960945,4.60992013254,1,4,5
wilbur,18.663023376,6.48087992329,0,2,2
jgin,18.6321608332,5.92034936976,0,2,2
kieuarty,18.611156125,6.46321841715,0,2,2
youtwo,18.6056078068,6.49184921396,0,2,2
r.o.m.,18.5588529466,6.38820575423,0,2,2
kl3an,18.5588529466,6.38820575423,0,2,2
pokeiman_master,18.5516219727,6.44406310517,0,2,2
crazy_cubano,18.5382455116,3.26138162636,3,6,9
tdp,18.5322048421,6.27670782881,0,2,2
nathansandwich,18.5270051775,3.36724833234,3,7,10
lecceo,18.5224563478,6.04122538682,0,2,2
failcant,18.5036619979,6.53954925511,0,1,1
ltdan,18.4788430109,4.30008980356,1,4,5
tbone,18.4739919389,6.26372813517,0,2,2
nagurnimaster,18.4700890997,6.22509745584,0,2,2
superkirby,18.4611593024,6.07126152759,0,2,2
ender,18.4497030966,3.08599991273,5,6,11
pugdaddyfre$hlyfeogg*flva,18.4491791431,6.2655689814,0,2,2
reno,18.4423554089,5.79143124447,0,2,2
myninja,18.4400545942,4.38110947843,1,4,5
dance!!,18.3990330348,4.26726977833,1,5,6
swerve,18.3924240113,6.39631598175,0,2,2
stdangerous,18.3869320511,6.13518467314,0,2,2
big d squirrels,18.3845697491,6.3955012082,0,2,2
master jay,18.3609401588,6.39052231831,0,2,2
cracker jones,18.3600063037,1.79350177714,9,28,37
shwang,18.3577767565,6.2521714548,0,2,2
nami,18.3449675847,6.12168390994,0,2,2
hasme,18.3361849291,5.59943655815,0,3,3
charlie harper,18.3330999134,6.38313840111,0,2,2
arcangel,18.3132158366,4.28585657655,1,5,6
mntd,18.3089968807,3.37688648383,2,7,9
oxycontin,18.3049578438,4.56472838053,1,4,5
silky johnson,18.2970933517,3.28213084333,2,8,10
blackf00t,18.2957405055,6.11791947838,0,3,3
quinceprince,18.2944270184,6.23604937648,0,2,2
vidya_james,18.2597810982,4.54149164837,1,4,5
jesusisking,18.2425746549,6.14038984196,0,2,2
tangpootie,18.2324045501,2.52637649079,5,12,17
blues,18.1874960602,4.80990360288,1,4,5
xlax,18.1874527175,4.71791538095,1,4,5
elmustachio,18.1178019254,6.11091424803,0,2,2
polarbair,18.1088484,3.42934870813,3,6,9
jdeezel,18.096134607,6.31705839702,0,2,2
shawarma habibi,18.0847842307,3.43007514233,2,6,8
tylenol jones,18.0758497583,6.32077271178,0,2,2
avian,18.0712867461,6.31842389736,0,2,2
erk,18.0475218268,6.31009962984,0,2,2
warmachine1919,18.0428187692,6.46387437135,0,2,2
sweaters,18.0428187692,6.46387437135,0,2,2
chi-fence,18.036809067,4.39262254542,1,4,5
á1,18.0300893101,2.58432940816,2,11,13
g-rabbit,18.0254077256,2.54063691966,5,12,17
drhino,17.9980023599,6.32119878345,0,2,2
astropancakes,17.9980023599,6.32119878345,0,2,2
snack?,17.9980023599,6.32119878345,0,2,2
yam$,17.9980023599,6.32119878345,0,2,2
firefly,17.9980023599,6.32119878345,0,2,2
jpoptosis,17.9980023599,6.32119878345,0,2,2
albinosaurus,17.9829924851,6.07981880581,0,2,2
lights,17.9722012086,6.29535962389,0,2,2
beaver,17.9564848443,6.3115571796,0,2,2
elu,17.9074006064,2.86437381102,4,12,16
armagreggon,17.8975535511,3.49232440403,2,5,7
frame,17.8795899396,2.37951392868,4,19,23
ebay,17.8407852112,6.26851580688,0,2,2
bc_burns,17.8270005524,6.29388615473,0,2,2
jfm,17.8270005524,6.29388615473,0,2,2
dhir,17.8270005524,6.29388615473,0,2,2
legoman,17.8270005524,6.29388615473,0,2,2
mulkster,17.8270005524,6.29388615473,0,2,2
chaos pro,17.8270005524,6.29388615473,0,2,2
akiva,17.8270005524,6.29388615473,0,2,2
armor,17.8270005524,6.29388615473,0,2,2
espparadox,17.8154314719,1.65857145094,11,33,44
pajhomas,17.799397675,4.27782955674,1,4,5
massimo,17.7929138053,5.80630293942,0,3,3
austntatious,17.7829509186,6.06931121416,0,2,2
aerodet,17.7626693932,6.38009936753,0,2,2
jello,17.7598576448,3.26194159727,2,11,13
nadamoor,17.7571849257,6.26686880382,0,2,2
brambramjam,17.7281304498,6.03039661814,0,2,2
tehz,17.7259504036,3.38896266726,2,8,10
frogge,17.7193296658,5.91111489472,0,2,2
jackmehoff,17.7135963077,5.86190286565,0,2,2
